product_id,date,sell_price,pred_sales,expected_revenue,expected_profit,approach
58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c,2021-02-02,81.57,130.55627446682908,10649.475308259247,1612.3699896653384,A2_greedy_repair
58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c,2021-02-03,81.57,125.53797806588945,10240.1328708346,1550.394029113734,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-01-28,85.67,68.86215853163287,5899.421121404988,2458.379059579294,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-01-29,85.67,68.30595091133631,5851.770814574182,2438.5224475347063,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-01-30,85.67,56.542848036682244,4844.025791302568,2018.5796749095564,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-01-31,54.89,129.63695443353322,7115.772428856639,637.8138158129836,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-02-01,85.67,76.54033731131062,6557.210697459981,2732.4900420137897,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-02-02,85.67,70.33879936589902,6025.92494167657,2511.0951373625953,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-02-03,85.67,68.47691724876697,5866.417500701866,2444.625945780981,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-01-28,27.17,495.58544430270655,13465.056521704537,148.67563329081233,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-01-29,27.17,515.2547862178172,13999.472541538094,154.57643586534553,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-01-30,27.17,422.6972950248038,11484.68550582392,126.80918850744143,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-01-31,27.17,439.45155159173333,11939.898656747395,131.8354654775203,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-02-01,27.17,460.5197387294268,12512.321301278527,138.1559216188284,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-02-02,27.17,478.73670803674116,13007.276357358258,143.6210124110227,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-02-03,27.17,497.6547294417943,13521.278998933552,149.29641883253865,A2_greedy_repair
